case_id,case_name,case_type,region,period_start,period_end,time_window_years,phase_label,collapse_outcome,collapse_within_next_window,political_fragmentation,elite_conflict,succession_crisis,legitimacy_crisis,administrative_overload,corruption_governance_failure,social_inequality,social_unrest_rebellion,demographic_pressure,migration_pressure,ethnic_sectarian_fragmentation,urban_decline,fiscal_crisis,taxation_extraction_pressure,trade_disruption,inflation_currency_instability,resource_dependency,agricultural_decline,drought_climate_stress,flood_environmental_shock,temperature_anomaly,ecological_degradation,food_insecurity,external_invasion_pressure,civil_war_internal_conflict,military_overstretch,territorial_loss,institutional_rigidity,adaptive_capacity,logistics_food_storage_resilience,alliance_network_strength,recovery_capacity,data_confidence,source_count,notes
han_210_220,Han Dynasty Crisis,ancient,East Asia,210,220,10,post-collapse,3,0,3,2,1,2,2,9,9,1,9,2,9,2,2,9,2,9,2,9,9,9,9,9,1,2,2,2,3,2,1,1,1,1,medium,4,The Han end state is one of durable fragmentation and low recovery capacity before formal dynastic termination.
inca_1400_1425,Inca Empire,premodern,Andes,1400,1425,25,stable,0,0,0,1,1,0,1,9,9,1,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"A highly centralized imperial system retains strong roads, stores, and ruler-centered authority."
inca_1425_1450,Inca Empire,premodern,Andes,1425,1450,25,stable,0,0,0,1,1,0,1,9,9,1,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"A highly centralized imperial system retains strong roads, stores, and ruler-centered authority."
inca_1450_1475,Inca Empire,premodern,Andes,1450,1475,25,stable,0,0,0,1,1,0,1,9,9,1,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"A highly centralized imperial system retains strong roads, stores, and ruler-centered authority."
inca_1475_1500,Inca Empire,premodern,Andes,1475,1500,25,stable,0,0,0,1,1,0,1,9,9,1,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"A highly centralized imperial system retains strong roads, stores, and ruler-centered authority."
inca_1500_1525,Inca Empire,premodern,Andes,1500,1525,25,stressed,1,1,1,2,1,1,2,9,9,1,9,9,9,1,1,2,1,9,1,1,9,9,9,9,1,1,1,2,1,2,2,2,2,2,medium,4,Late-imperial succession stress and epidemic disruption begin to weaken an otherwise powerful empire.
inca_1525_1550,Inca Empire,premodern,Andes,1525,1550,25,collapse,3,0,3,3,3,3,3,2,2,2,9,2,9,3,3,2,2,9,2,2,9,9,9,9,2,3,3,2,3,3,1,1,1,1,medium,6,"Civil war, epidemic disruption, and Spanish conquest combine in terminal imperial collapse."
inca_1550_1575,Inca Empire,premodern,Andes,1550,1575,25,post-collapse,2,0,3,2,1,2,2,9,9,1,9,2,9,2,2,9,2,9,2,9,9,9,9,9,1,2,1,2,3,2,1,1,1,1,medium,4,"Post-conquest resistance persists, but imperial territorial control and recovery capacity are broken."
khmer_1000_1025,Khmer Empire,premodern,Southeast Asia,1000,1025,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1025_1050,Khmer Empire,premodern,Southeast Asia,1025,1050,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1050_1075,Khmer Empire,premodern,Southeast Asia,1050,1075,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1075_1100,Khmer Empire,premodern,Southeast Asia,1075,1100,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1100_1125,Khmer Empire,premodern,Southeast Asia,1100,1125,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1125_1150,Khmer Empire,premodern,Southeast Asia,1125,1150,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1150_1175,Khmer Empire,premodern,Southeast Asia,1150,1175,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,2,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,Angkor remains a powerful hydraulic empire with strong logistical and adaptive capacity.
khmer_1175_1200,Khmer Empire,premodern,Southeast Asia,1175,1200,25,stressed,1,0,1,2,1,1,2,9,9,1,9,9,9,1,1,2,1,9,2,1,9,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,Peak complexity after Jayavarman VII increases administrative burden and long-term infrastructural vulnerability.
khmer_1200_1225,Khmer Empire,premodern,Southeast Asia,1200,1225,25,stressed,1,0,1,2,1,1,2,9,9,1,9,9,9,1,1,2,1,9,2,1,9,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,Peak complexity after Jayavarman VII increases administrative burden and long-term infrastructural vulnerability.
khmer_1225_1250,Khmer Empire,premodern,Southeast Asia,1225,1250,25,stressed,1,0,1,2,1,1,2,9,9,1,9,9,9,1,1,2,1,9,2,1,9,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,Peak complexity after Jayavarman VII increases administrative burden and long-term infrastructural vulnerability.
khmer_1250_1275,Khmer Empire,premodern,Southeast Asia,1250,1275,25,decline,2,0,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,1,9,9,9,2,1,2,2,1,2,1,1,1,1,medium,5,Institutional and urban weakening becomes more visible as central mobilization and hydraulic maintenance lose coherence.
khmer_1275_1300,Khmer Empire,premodern,Southeast Asia,1275,1300,25,decline,2,0,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,1,9,9,9,2,1,2,2,1,2,1,1,1,1,medium,5,Institutional and urban weakening becomes more visible as central mobilization and hydraulic maintenance lose coherence.
khmer_1300_1325,Khmer Empire,premodern,Southeast Asia,1300,1325,25,decline,2,0,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,1,9,9,9,2,1,2,2,1,2,1,1,1,1,medium,5,Institutional and urban weakening becomes more visible as central mobilization and hydraulic maintenance lose coherence.
khmer_1325_1350,Khmer Empire,premodern,Southeast Asia,1325,1350,25,decline,2,0,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,2,2,9,1,2,2,2,2,2,2,1,1,1,1,medium,5,"Late Angkor faces deeper water-management stress, climate volatility, and declining adaptive capacity."
khmer_1350_1375,Khmer Empire,premodern,Southeast Asia,1350,1375,25,decline,2,0,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,2,2,9,1,2,2,2,2,2,2,1,1,1,1,medium,5,"Late Angkor faces deeper water-management stress, climate volatility, and declining adaptive capacity."
khmer_1375_1400,Khmer Empire,premodern,Southeast Asia,1375,1400,25,decline,2,1,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,2,2,9,1,2,2,2,2,2,2,1,1,1,1,medium,5,"Late Angkor faces deeper water-management stress, climate volatility, and declining adaptive capacity."
khmer_1400_1425,Khmer Empire,premodern,Southeast Asia,1400,1425,25,collapse,3,0,3,2,2,3,3,2,2,2,9,2,9,3,3,2,2,9,2,2,9,3,9,2,2,3,2,3,3,3,1,1,1,1,medium,6,"Severe drought-flood oscillation, hydraulic fragility, urban decline, and Ayutthayan pressure drive terminal Angkorian collapse."
khmer_1425_1450,Khmer Empire,premodern,Southeast Asia,1425,1450,25,post-collapse,2,0,3,2,1,2,2,9,9,1,9,2,9,2,2,9,1,9,2,9,9,9,9,9,1,2,1,2,3,2,1,1,1,2,medium,4,"Political power shifts away from Angkor, leaving a transformed post-collapse landscape rather than instant civilizational disappearance."
maya_600_625,Maya,ancient,Mesoamerica,600,625,25,stable,0,0,0,1,9,0,1,9,2,0,1,9,9,0,0,9,1,9,2,9,9,9,9,9,0,1,1,1,0,1,2,2,2,3,medium,3,"Classic Maya polities remain viable, though hierarchy and rivalry already create background fragility."
maya_625_650,Maya,ancient,Mesoamerica,625,650,25,stable,0,0,0,1,9,0,1,9,2,0,1,9,9,0,0,9,1,9,2,9,9,9,9,9,0,1,1,1,0,1,2,2,2,3,medium,3,"Classic Maya polities remain viable, though hierarchy and rivalry already create background fragility."
maya_650_675,Maya,ancient,Mesoamerica,650,675,25,stable,0,0,0,1,9,0,1,9,2,0,1,9,9,0,0,9,1,9,2,9,9,9,9,9,0,1,1,1,0,1,2,2,2,3,medium,3,"Classic Maya polities remain viable, though hierarchy and rivalry already create background fragility."
maya_675_700,Maya,ancient,Mesoamerica,675,700,25,stable,0,0,0,1,9,0,1,9,2,0,1,9,9,0,0,9,1,9,2,9,9,9,9,9,0,1,1,1,0,1,2,2,2,3,medium,3,"Classic Maya polities remain viable, though hierarchy and rivalry already create background fragility."
maya_700_725,Maya,ancient,Mesoamerica,700,725,25,stressed,1,0,1,2,9,1,2,9,2,1,2,9,9,1,1,9,2,9,2,1,1,9,9,9,1,2,1,2,1,2,2,2,1,2,medium,4,Competition among city-states and rising population and drought sensitivity increase systemic stress.
maya_725_750,Maya,ancient,Mesoamerica,725,750,25,stressed,1,0,1,2,9,1,2,9,2,1,2,9,9,1,1,9,2,9,2,1,1,9,9,9,1,2,1,2,1,2,2,2,1,2,medium,4,Competition among city-states and rising population and drought sensitivity increase systemic stress.
maya_750_775,Maya,ancient,Mesoamerica,750,775,25,stressed,1,0,1,2,9,1,2,9,2,1,2,9,9,1,1,9,2,9,2,1,1,9,9,9,1,2,1,2,1,2,2,2,1,2,medium,4,Competition among city-states and rising population and drought sensitivity increase systemic stress.
maya_775_800,Maya,ancient,Mesoamerica,775,800,25,decline,2,0,2,2,9,2,2,9,2,1,2,1,9,2,1,9,2,9,2,2,2,9,9,9,2,9,2,2,2,2,1,1,1,1,medium,5,"Political fragmentation, warfare, urban weakening, and drought-related food stress intensify across many southern lowland polities."
maya_800_825,Maya,ancient,Mesoamerica,800,825,25,decline,2,0,2,2,9,2,2,9,2,1,2,1,9,2,1,9,2,9,2,2,2,9,9,9,2,9,2,2,2,2,1,1,1,1,medium,5,"Political fragmentation, warfare, urban weakening, and drought-related food stress intensify across many southern lowland polities."
maya_825_850,Maya,ancient,Mesoamerica,825,850,25,decline,2,0,2,2,9,2,2,9,2,1,2,1,9,2,1,9,2,9,2,2,2,9,9,9,2,9,2,2,2,2,1,1,1,1,medium,5,"Political fragmentation, warfare, urban weakening, and drought-related food stress intensify across many southern lowland polities."
maya_850_875,Maya,ancient,Mesoamerica,850,875,25,decline,2,1,2,2,9,2,2,9,9,1,9,2,9,2,1,9,2,9,2,2,2,9,9,9,2,9,2,2,2,2,1,1,1,1,medium,5,"Many southern lowland centers enter acute decline, but the regional collapse is still uneven."
maya_875_900,Maya,ancient,Mesoamerica,875,900,25,collapse,3,0,3,2,9,3,2,9,9,1,9,2,9,3,9,9,3,9,2,2,3,9,9,9,2,9,2,3,3,3,1,1,1,1,medium,6,"Terminal abandonment and fragmentation spread across core southern lowland centers as drought, warfare, and dynastic failure combine."
maya_900_925,Maya,ancient,Mesoamerica,900,925,25,post-collapse,2,0,2,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,1,1,9,9,9,9,1,9,9,9,1,2,1,1,1,2,medium,4,"The southern collapse persists, though Maya society continues in more regionally uneven and resilient forms elsewhere."
maya_925_950,Maya,ancient,Mesoamerica,925,950,25,post-collapse,1,0,1,9,9,9,9,9,9,9,9,9,9,1,9,9,2,9,1,1,9,9,9,9,1,9,9,9,1,2,1,1,1,2,medium,4,"Post-collapse conditions remain visible in the southern lowlands, but the wider Maya world is not uniformly extinguished."
ming_qing_1550_1575,Ming/Qing Transition,premodern,East Asia,1550,1575,25,stressed,1,0,1,2,1,1,2,9,2,1,9,9,9,1,1,2,1,9,2,1,9,9,1,9,1,2,1,2,1,2,2,2,2,2,medium,4,"Court paralysis, succession conflict, and fiscal strain are visible, but the Ming state is still intact."
ming_qing_1575_1600,Ming/Qing Transition,premodern,East Asia,1575,1600,25,stressed,1,0,1,2,1,1,2,9,2,1,9,9,9,1,1,2,1,9,2,1,9,9,1,9,1,2,1,2,1,2,2,2,2,2,medium,4,"Court paralysis, succession conflict, and fiscal strain are visible, but the Ming state is still intact."
ming_qing_1600_1625,Ming/Qing Transition,premodern,East Asia,1600,1625,25,decline,2,1,2,3,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,9,9,9,9,2,3,2,3,2,2,1,1,1,1,medium,5,"Factionalism, military pressure in the northeast, and fiscal weakness move the late Ming into clear decline."
ming_qing_1625_1650,Ming/Qing Transition,premodern,East Asia,1625,1650,25,collapse,3,0,3,3,3,3,3,2,2,2,2,2,9,3,3,2,2,9,2,3,3,1,1,9,3,3,3,3,3,3,1,1,1,1,medium,6,"Drought-famine crisis, rebellion, fiscal breakdown, and Manchu conquest drive terminal Ming collapse."
ming_qing_1650_1675,Ming/Qing Transition,premodern,East Asia,1650,1675,25,post-collapse,2,0,2,2,1,2,2,9,9,1,9,2,9,2,2,9,2,9,2,9,9,9,9,9,1,2,1,2,3,2,1,1,1,2,medium,4,"The Qing transition remains violent and unsettled, but the Ming collapse phase has passed."
ming_qing_1675_1700,Ming/Qing Transition,premodern,East Asia,1675,1700,25,post-collapse,1,0,1,2,1,2,2,9,9,1,9,2,9,2,2,9,2,9,2,9,9,9,9,9,1,2,1,2,1,2,2,1,2,2,medium,4,The dynastic transition stabilizes under Qing rule even though the old Ming order is gone.
sassanian_500_525,Sassanian Empire,ancient,Middle East,500,525,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"The empire remains coherent, though later fragility is already visible in crown-nobility relations."
sassanian_525_550,Sassanian Empire,ancient,Middle East,525,550,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"The empire remains coherent, though later fragility is already visible in crown-nobility relations."
sassanian_550_575,Sassanian Empire,ancient,Middle East,550,575,25,stable,0,0,0,1,1,0,1,9,9,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"The empire remains coherent, though later fragility is already visible in crown-nobility relations."
sassanian_575_600,Sassanian Empire,ancient,Middle East,575,600,25,stressed,1,0,1,2,2,2,2,9,9,1,9,9,9,1,1,2,1,9,1,1,9,9,9,9,1,2,2,2,1,2,2,2,2,2,medium,4,Elite rivalry and military rebellion reveal growing weakness in royal control before the final crisis.
sassanian_600_625,Sassanian Empire,ancient,Middle East,600,625,25,decline,2,1,2,2,2,2,2,2,2,2,9,1,9,2,2,2,2,9,2,1,9,9,9,9,2,3,2,3,2,2,1,1,1,1,medium,5,The long war with Byzantium overextends the empire and weakens its fiscal and alliance systems.
sassanian_625_650,Sassanian Empire,ancient,Middle East,625,650,25,collapse,3,0,3,3,3,3,3,2,2,2,9,2,9,3,3,2,2,9,2,2,9,9,9,9,2,3,3,3,3,2,1,1,1,1,medium,6,"War exhaustion, plague, succession chaos, civil war, and Arab conquest combine in terminal collapse."
sassanian_650_651,Sassanian Empire,ancient,Middle East,650,651,1,post-collapse,3,0,3,2,1,2,2,9,9,1,9,2,9,2,2,9,2,9,2,9,9,9,9,9,1,2,1,2,3,2,1,1,1,1,medium,4,The imperial framework has disintegrated and no meaningful recovery capacity remains.
ussr_1950_1960,Soviet Union,modern,Eurasia,1950,1960,10,stable,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,3,2,3,medium,3,The postwar Soviet system is still resilient despite centralization and long-term institutional rigidity.
ussr_1960_1970,Soviet Union,modern,Eurasia,1960,1970,10,stressed,1,0,1,2,0,1,2,2,2,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,medium,4,"Institutional rigidity grows as reform limits become clearer, but fragmentation remains low."
ussr_1970_1980,Soviet Union,modern,Eurasia,1970,1980,10,stressed,1,0,1,1,0,1,2,2,2,1,1,1,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,3,2,2,2,2,high,5,"Stagnation, corruption, and institutional rigidity deepen while overt fragmentation remains limited."
ussr_1980_1990,Soviet Union,modern,Eurasia,1980,1990,10,decline,2,1,2,2,1,3,3,2,2,2,1,1,2,1,2,0,2,2,2,0,0,0,0,0,2,0,1,2,1,3,1,1,1,1,high,6,"Failed reform, shortages, strikes, and nationalist mobilization push the late USSR into clear decline."
ussr_1990_1991,Soviet Union,modern,Eurasia,1990,1991,1,collapse,3,0,3,3,2,3,3,2,2,2,1,2,3,1,3,0,3,2,2,0,0,0,0,0,2,0,2,1,3,3,1,1,1,1,high,7,"Republican sovereignty, elite rupture, and terminal legitimacy crisis break the Union apart in 1991."
rome_west_-100_-75,Western Roman Empire,ancient,Mediterranean,-100,-75,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_-75_-50,Western Roman Empire,ancient,Mediterranean,-75,-50,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_-50_-25,Western Roman Empire,ancient,Mediterranean,-50,-25,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_-25_0,Western Roman Empire,ancient,Mediterranean,-25,0,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_0_25,Western Roman Empire,ancient,Mediterranean,0,25,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_25_50,Western Roman Empire,ancient,Mediterranean,25,50,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_50_75,Western Roman Empire,ancient,Mediterranean,50,75,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_75_100,Western Roman Empire,ancient,Mediterranean,75,100,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_100_125,Western Roman Empire,ancient,Mediterranean,100,125,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_125_150,Western Roman Empire,ancient,Mediterranean,125,150,25,stable,0,0,0,1,1,0,1,9,2,0,9,9,9,0,0,1,0,9,1,9,9,9,9,9,0,1,0,1,0,1,3,3,2,3,medium,3,"Imperial order is broadly stable, with low acute crisis indicators and strong resilience."
rome_west_150_175,Western Roman Empire,ancient,Mediterranean,150,175,25,stressed,1,0,1,2,1,1,2,9,2,1,9,9,9,1,1,2,1,1,1,1,1,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,"Frontier strain and administrative-fiscal pressure rise, but the western imperial system remains intact."
rome_west_175_200,Western Roman Empire,ancient,Mediterranean,175,200,25,stressed,1,0,1,2,1,1,2,9,2,1,9,9,9,1,1,2,1,1,1,1,1,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,"Frontier strain and administrative-fiscal pressure rise, but the western imperial system remains intact."
rome_west_200_225,Western Roman Empire,ancient,Mediterranean,200,225,25,stressed,1,0,1,2,1,1,2,9,2,1,9,9,9,1,1,2,1,1,1,1,1,9,9,9,1,2,1,2,1,2,2,2,2,2,medium,4,"Frontier strain and administrative-fiscal pressure rise, but the western imperial system remains intact."
rome_west_225_250,Western Roman Empire,ancient,Mediterranean,225,250,25,decline,2,1,2,3,3,2,3,2,2,2,9,1,9,2,2,2,2,3,2,1,9,9,9,9,2,3,3,3,2,2,1,1,1,3,medium,5,"The third-century crisis intensifies elite conflict, military strain, and fiscal instability before later recovery."
rome_west_250_275,Western Roman Empire,ancient,Mediterranean,250,275,25,collapse,3,0,3,3,3,2,3,2,2,1,9,2,9,3,3,2,2,3,2,2,9,9,9,9,2,3,3,3,3,3,2,2,1,3,medium,6,"The third-century crisis reaches collapse-level fragmentation and conflict, though recovery capacity remains substantial."
rome_west_275_300,Western Roman Empire,ancient,Mediterranean,275,300,25,post-collapse,2,0,1,2,1,1,2,9,9,1,9,2,9,2,2,2,1,9,2,9,9,9,9,9,1,2,1,2,1,2,2,2,2,3,medium,4,"Reform and reconsolidation restore order, but the imperial system remains heavily militarized and burdensome."
rome_west_300_325,Western Roman Empire,ancient,Mediterranean,300,325,25,post-collapse,2,0,1,2,1,1,2,9,9,1,9,2,9,2,2,2,1,9,2,9,9,9,9,9,1,2,1,2,1,2,2,2,2,3,medium,4,"Reform and reconsolidation restore order, but the imperial system remains heavily militarized and burdensome."
rome_west_325_350,Western Roman Empire,ancient,Mediterranean,325,350,25,post-collapse,2,0,1,2,1,1,2,9,9,1,9,2,9,2,2,2,1,9,2,9,9,9,9,9,1,2,1,2,1,2,2,2,2,3,medium,4,"Reform and reconsolidation restore order, but the imperial system remains heavily militarized and burdensome."
rome_west_350_375,Western Roman Empire,ancient,Mediterranean,350,375,25,decline,2,0,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,9,2,1,9,9,9,9,2,2,2,3,1,2,2,2,1,2,medium,5,"Late imperial cohesion weakens under migration pressure, military burden, and growing fiscal strain."
rome_west_375_400,Western Roman Empire,ancient,Mediterranean,375,400,25,decline,2,0,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,9,2,1,9,9,9,9,2,2,2,3,1,2,2,2,1,2,medium,5,"Late imperial cohesion weakens under migration pressure, military burden, and growing fiscal strain."
rome_west_400_425,Western Roman Empire,ancient,Mediterranean,400,425,25,decline,2,0,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,9,2,1,9,9,9,9,2,2,2,3,1,2,2,2,1,2,medium,5,"Late imperial cohesion weakens under migration pressure, military burden, and growing fiscal strain."
rome_west_425_450,Western Roman Empire,ancient,Mediterranean,425,450,25,decline,2,1,2,2,2,2,2,2,2,2,9,1,9,2,3,2,2,9,3,1,9,9,9,9,2,3,2,3,2,3,1,1,1,1,medium,5,"The western empire survives but suffers deep territorial, fiscal, and alliance erosion."
rome_west_450_475,Western Roman Empire,ancient,Mediterranean,450,475,25,collapse,3,0,3,3,3,3,2,3,2,2,9,2,9,3,3,2,3,9,3,2,9,9,9,9,2,3,2,3,3,3,1,1,1,1,medium,6,"Terminal western collapse follows repeated elite conflict, territorial loss, invasion pressure, and fiscal breakdown."
rome_west_475_500,Western Roman Empire,ancient,Mediterranean,475,500,25,post-collapse,3,0,3,2,1,2,2,9,9,1,9,2,9,3,2,9,2,9,2,9,9,9,9,9,1,2,1,2,3,2,1,1,1,1,medium,4,"Post-476 successor polities persist, but western Roman imperial capacity is gone."
yugoslavia_1945_1955,Yugoslavia,modern,Balkans,1945,1955,10,stable,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,2,3,medium,3,"Federal Yugoslavia remains intact, with limited overt fragmentation under Tito's authority."
yugoslavia_1955_1965,Yugoslavia,modern,Balkans,1955,1965,10,stable,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,2,3,medium,3,"Federal Yugoslavia remains intact, with limited overt fragmentation under Tito's authority."
yugoslavia_1965_1975,Yugoslavia,modern,Balkans,1965,1975,10,stressed,1,0,1,2,0,1,2,2,2,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,medium,4,Decentralization and uneven development increase structural strain without yet breaking the federation.
yugoslavia_1975_1985,Yugoslavia,modern,Balkans,1975,1985,10,stressed,1,1,2,2,0,2,2,2,2,1,1,1,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,1,high,5,"The 1974 constitution, Tito's death, and worsening debt and inflation deepen institutional fragility."
yugoslavia_1985_1995,Yugoslavia,modern,Balkans,1985,1995,10,collapse,3,0,3,3,2,3,3,2,2,2,1,3,3,2,3,0,3,3,2,0,0,0,0,0,1,0,3,2,3,3,1,1,1,1,high,7,"Elite nationalist mobilization, economic crisis, and the breakdown of federal coercive institutions drive violent fragmentation."
yugoslavia_1995_2000,Yugoslavia,modern,Balkans,1995,2000,5,post-collapse,2,0,3,2,1,2,2,2,2,1,9,2,3,2,2,9,2,2,9,9,9,9,9,9,1,9,1,9,3,2,1,1,1,1,high,5,Post-fragmentation successor states persist amid weak recovery and residual territorial and ethnic conflict.
